Crash Number,Date and Time of Crash,Police Shift,Crash Location,Light Conditions,Weather Conditions,Road Surface,Road Contributing Circumstances,Traffic Control Device Type,Roadway Intersection Type,Trafficway Description,Manner of Collision,First Harmful Event,First Harmful Event Location,Speed Limit,Work Zone,Count Fatal Injury ,Count Suspected Serious Injury,Count Suspected Minor Injury ,Count Possible Injury,Count No Apparent Injury,Count Unknown Injury,Count Not Reported Injury,Total Non-Motorists,Pedestrian Involvement (Non-Motorist),Cyclist Involvement (Non-Motorist),Other Non-Motorist Involvement,Non-Motorist Location ,Non-Motorist Action,Non-Motorist Condition,Hit and Run Flag,Latitude,Longitude,Ward,Block Code 
19058999,2019-10-14 12:40:00,Day Shift (8AM - 4PM),"30 DAVIS SQ Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3962,-71.1222,6,250173509003001
19046034,2019-08-12 14:20:00,Day Shift (8AM - 4PM),"CHESTER ST & ELM ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,1,2,0,0,0,0,0,0,,,,N,42.3954,-71.1219,6,250173509003001
19005900,2019-02-01 20:30:00,First Half (4PM - Midnight),"406 HIGHLAND AV Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,1,1,0,0,0,0,0,0,,,,N,42.3959,-71.1213,6,250173509003001
20053095,2020-11-01 21:00:00,First Half (4PM - Midnight),"233A ELM ST Somerville, MA",DARK - UNKNOWN ROADWAY LIGHTING                   ,CLOUDY                                            ,WET                                               ,NONE                                              ,STOP SIGNS                                        ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,25 ,N,0,0,0,0,1,0,0,1,0,1,0,MARKED CROSSWALK AT INTERSECTION                  ,ENTERING OR CROSSING SPECIFIED LOCATION           ,APPARENTLY NORMAL                                 ,Y,42.3951,-71.1214,6,250173509003001
23026617,2023-05-15 08:12:00,Day Shift (8AM - 4PM),"406 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3959,-71.1213,6,250173509003001
19038856,2019-07-09 13:56:00,Day Shift (8AM - 4PM),"416 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH PEDESTRIAN                         ,ROADWAY                                           ,20 ,N,0,0,1,0,2,0,0,0,0,0,0,,,,N,42.396,-71.1216,6,250173509003001
22025873,2022-05-11 09:11:00,Day Shift (8AM - 4PM),"30 DAVIS SQ Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,20 ,N,0,0,0,0,3,1,0,0,0,0,0,,,,N,42.3962,-71.1222,6,250173509003001
22056588,2022-10-04 00:34:00,Last Half (Midnight - 8AM),"239 ELM ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3953,-71.1216,6,250173509003001
21035285,2021-07-10 14:22:00,Day Shift (8AM - 4PM),"400 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,3,1,0,0,0,0,0,0,,,,N,42.3957,-71.1209,6,250173509003001
19000590,2019-01-04 11:09:00,Day Shift (8AM - 4PM),"257 ELM ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",HEAD ON                                           ,COLLISION WITH PEDESTRIAN                         ,ROADWAY                                           ,30 ,N,0,0,0,1,1,0,0,1,1,0,0,MARKED CROSSWALK AT INTERSECTION                  ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,N,42.3957,-71.1216,6,250173509003001
24006890,2024-02-06 19:22:00,First Half (4PM - Midnight),"255 ELM ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,T-INTERSECTION                                    ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,20 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3957,-71.1216,6,250173509003001
21016375,2021-04-01 10:17:00,Day Shift (8AM - 4PM),"55 DAVIS SQ Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3966,-71.123,6,250173509003002
23072959,2023-12-19 14:27:00,Day Shift (8AM - 4PM),"55 DAVIS SQ Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,25 ,N,0,0,0,1,1,0,0,1,0,1,0,MARKED CROSSWALK AT INTERSECTION                  ,ENTERING OR CROSSING SPECIFIED LOCATION           ,APPARENTLY NORMAL                                 ,N,42.3966,-71.123,6,250173509003002
18070042,2018-11-27 08:16:00,Day Shift (8AM - 4PM),"55 DAVIS SQ Somerville, MA",DAYLIGHT                                          ,RAIN                                              ,WET                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH PARKED MOTOR VEHICLE               ,SHOULDER - PAVED                                  ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3966,-71.123,6,250173509003002
